ASIN,Title,Subtitles,Language,Release year,Release date,Rated,Run time,Description,Contributors,Actors,Directors,Producers,Media Format,Genres,Customer Reviews,IMDb,Number of discs,Studio
B000HRMEQY,Science of the Bible [DVD],,English,,,NR,1 hour,"What is the REAL STORY of the Holy Grail and the Spear of Destiny? Who was Mary Magdalene? Does the Shroud of Turin REALLY bear an imprint of Jesus...does this offer physical proof of the resurrection? Was Jesus really born in December? What was the Star of Bethlehem? Return to the Holy Land and journey back in time with National Geographic Channel's ""SCIENCE OF THE BIBLE"". Join forensic detectives, scientist, historians, and archeologists on a quest to reveal truths hidden behind some of the greatest stories ever told. EPISODES: Episode 1 Birth of Jesus * Episode 2 Jesus the Man * Episode 3 Jesus the Preacher * Episode 4 Jesus the Healer * Episode 5 The Last Supper * Episode 6 Jesus' Arrest * Episode 7 The Crucifixion * Episode 8 Jesus' Tomb * Episode 9 The Real Mary Magdalene * Episode 10 The First Christians",,"J.V. Martin, Hayati Akbas",,,,,,8.0,,Starlight Video
1577422694,The Strauss Family,,,,"December 15, 1998",,,"From the spectacular dance halls of 19th-century Vienna to the battlefields of revolution, this lavish legacy spans 85 years of a family as famous for scandal as it was for music. Eric Woolfe portrays the egotistical Johann Strauss, with Stuart Wilson (The Mask of Zorro) as his eldest son, Schanni, who at age 20 eclipses his father's musical talent. Co-stars Derek Jacobi and Jane Seymour, with music performed by the London Symphony Orchestra. 1973. Stereo, CC, 6-1/2 hours on 4 cassettes.",,"Stuart Wilson, Anne Stallybrass, Barbara Ferris, Christopher Benjamin, Jeffrey Segal",,,,,,8.0,1,Bonneville Video
B000DZ6VDW,OKINAWA Strengthening,,"French, English, German, Spanish, Japanese",,"March 13, 2006",Unrated,50 minutes,"""An intense training experience!"" --",,Master Takemi Takayasu,,,,,,,,Rising Sun Productions
B0001I5542,Vampire Vixens From Venus,,English,,"May 11, 2004",Unrated,1 hour and 30 minutes,"Hideous in their original form, three alien drug smugglers transform into beautiful women on earth. Their drug is derived from the life essence of men and they're on a mission to drain every last drop. Stars Michelle Bauer, Leslie Glass.","Rose, Andrew, Bauer, Michelle, Glass, Leslie, Harris (III), Alan, Pallister, Joseph, Head, Leon, North, J.J., Callas, Charlie, Provenzano, Danny, Bailey, Christopher, Di Gaetano, Vincent, Huguley, Jay, Lynn, Theresa, Shinnick, Kevin G., Tweedie, Bop, Marshall, Eric, Zally, Michael, Knox (II), John, Freistadt, Louise","Bailey, Christopher, Bauer, Michelle, Callas, Charlie, Di Gaetano, Vincent, Freistadt, Louise",,,NTSC,Cult Movies,,3.1,,Shanchie Records
6304946589,Longest Day,,"English, German, French",,"June 2, 1998",,,,,"Wayne, Mitchum, Fonda",,,,,,7.7,,Twentieth Century Fox
B002B239JE,The Truth About Lying,,English Dialogue Boost: Medium,2000,,16+,1 h 33 min,,,,Allan A. Goldstein,Meyer Shwarzstein,,"Suspense,Tense",,,,Brainstorm Media
B0080GEV0G,The Big Trail [Blu-ray],,English,,"November 13, 2012",G,2 hours and 5 minutes,A young pioneer leads the first covered wagon train west on the Oregon Trail. Directed by Raoul Walsh.,,"John Wayne, Marguerite Churchill, El Brendel, Tully Marshall",,,"Multiple Formats, Blu-ray, Color, Full Screen, DTS Surround Sound, Subtitled, Widescreen",Western,,7.2,,20th Century Fox
B000E85ZGC,The Marks OF A Cult: A Biblical Analysis (Special Edition),,English,,,NR,2 hours,New in Sealed Case. Mails from WA via First Class Mail.,,Steven Wilkins vs Peter Marshall,,,,,,6.4,,The Apologetics Group
B000HRMEQO,Girls Behaving Badly - Volume One [DVD],,English,,"December 26, 2006",NR,4 hours and 38 minutes,"Tag along with Oxygen Network's #1 hidden camera show ""GIRLS BEHAVING BADLY"" as they pull outrageous pranks on unsuspecting victims, boldly blurring the line between laughing with someone and laughing at someone. An outrageous hidden camera show with a distinctive feminine view. Part ""Sex in the City"" and part ""Candid Camera!"" ","Kira Soltanovich, Tori Meyer, Candy Ford, Isley Nicole Melton, Greg Lindsay, Shondrella Avery, Dave Schapiro, Ken Jeong, Barry Poznick, Amber Mazzola, Christopher Reed, Chelsea Handler, Nicholas Thomas, Melissa Howard, Channing Swift, Julia Lea Wolov, Lee Reherman, Jeff Holman, Richard Valenzuela, Bill Rademaekers","Chelsea Handler, Melissa Howard, Ken Jeong, Shondrella Avery, Kira Soltanovich",,,,,,4.9,,Starlight Video
B000W0H5C4,Xiao Hua,,,,"December 15, 2007",NR,,"Chinese with English and Simplified Chinese subtitles. This is a touching story about two girls who do not know their interlaced families met during the war and finally found their brother and parents. Summary: Xiao Hua, sister of Zhao Yongsheng, is deserted by her poor family. He Xiangdong, a woodworker, adopts her and renames her He Cuigu. To steer clear of arrest by the enemy, Dong Hongguo, offspring of a revolutionary family, is renamed Xiao Hua so as to be adopted by her adopter. Later, Zhao Yongsheng's parents are killed by the enemy, and he joins the Liberation Army. In 1947, when Zhao Yongsheng returns to his own village, his sister Xiao Hua happens to find her brother. Doctor Zhou, who works in the hospital of the army, adopts Xiao Hua without knowing she is her own daughter. He Cuigu has become a well-known guerrilla hero after she grows up. She doesn't recognize her brother ZhaoYongsheng when she carries him on the stretcher. The riddle is solved accidentally after the war, Zhao Yongsheng, Xiao Hua and Cuigu meet each other happily. Dong Xiangkun and Doctor Zhou also feel happy to reunite with their own daughter after 17 years of departure.",,"Chen Chong (Joan Chen), Liu Xiaoqing",,,,,,,1,Beauty Media Inc.
6304554478,Killer: Journal of Murder VHS,,,,"September 23, 1997",R,,"Based upon a true story by Thomas E. Gaddis and James O. Long, this film stars James Woods (Citizen Cohn, Ghosts of Mississippi) as Carl Panzram, a convict who admits to multiple murders. The film opens with a narration by Henry Lesser (Harold Gould, best known as a television actor on shows including Rhoda and The Golden Girls), recounting the Panzram's story. We then see the young Lesser (is that lesser Lesser?), played by Robert Sean Leonard (Swing Kids), about to start his new job as a prison guard at Leavenworth -- it is the late 1920's. Panzram has been incarcerated at Leavenworth for burglary. He is a wise-ass and the more he mouths off the more the guards beat on him, and the more they beat on him the more he mouths off, and the more he...well, you get the picture",,"James Woods, Robert Sean Leonard, Ellen Greene, Cara Buono, Robert John Burke",,,,,,6.3,,Republic Pictures
0792841530,Gigi,,"English, French",,"April 27, 1999",,,Movie Musical,,"Caron, Chevalier",,,"Color, NTSC, Closed-captioned",Musicals,,6.6,,MGM/Ua Studios
B007Q3QUEO,Operation Discovery,,English,2012,,ALL,1 h 7 min,,,,Bigfoot Research Center,,,"Special Interest,Documentary",,,,Western Digital Productions
B0068FZ05Q,The Bourne Identity,,English,,"January 10, 2012",PG-13,1 hour and 59 minutes,,"Adewale Akinnuoye-Agbaje, Chris Cooper, Matt Damon, Richard N. Gladstein, Clive Owen, Franka Potente, Patrick Crowley, William Blake Herron, Brian Cox, Doug Liman, Tony Gilroy","Matt Damon, Franka Potente, Chris Cooper, Clive Owen, Brian Cox",,,"NTSC, Digital_copy, Multiple Formats", ,,,,Universal Studios Home Entertainment
B004HHLL9G,Crush,,,2010,,18+,1 h 20 min,,,,John V Soto,"Linda Brnjich,Maria Brnjich,Michael Favelle,Donato Iacovantuono,Deidre Kitcher,Ray Meadowcroft,Andrew Morgan",,"Suspense,Horror,Tense,Thoughtful",,4.2,,"Phase 4 Films (USA), LLC"
B0000V45Y6,Aventura Al Centro De La Tierra [DVD],,Spanish,,"January 20, 2004",Unrated,1 hour and 25 minutes,"A group of scientists investigate the story of a crazed woman by traveling to the center of the Earth, where they encounter horrific monsters and other strange creatures. Considered to be one of the most spectacular productions in the history of Mexican cinema.","Carmen Molina, Armando Acosta, Carlos Corts, David Reynoso, Columba Domnguez, Kitty de Hoyos, Jos Elas Moreno, Javier Sols, Ramn Bugarini, Alfredo B. Crevenna, Marco Antonio Arzate, Roberto Meyer, Jos Mara Fernndez Unsin, Carlos Nieto","Kitty de Hoyos, Javier Sols, Columba Domnguez, Jos Elas Moreno, Carlos Corts",,,,,,5.0,,Xenon
6304542313,Mamma [VHS],,,,"June 24, 1997",,,,,"Gigli, Gramatica, Cossa, Ricci",,,,,,,,Bel Canto Society
0792146220,"Star Trek - The Next Generation, Episode 130: Relics VHS",,,,"March 3, 1998",Unrated,,The return of Scotty! When the ,,"Burton, LeVar, McFadden, Gates",,,,,,8.7,,Paramount
B005FV9OO2,Caller [Blu-ray],,English,,"January 10, 2012",,,"Originally released in 2011. Directed by Matthew Parkhill. Starring Ed Quinn, Luis Guzman, Rachelle Lefevre.","Robin Fox, Ed Quinn, Amina Dasmal, Bryan Tester, Piers Tempest, Cordelia Gonzalez, Adriana Benitez, Rachelle Lefevre, Jo Wyatt, Lydia Echevarria, Grace Connely, Emmanuel Logrono Molina, Alfredo DeQuesada, Matthew Parkhill, Lorna Raver, José E. Hernández, Stephen Moyer, Luis Guzman, Aris Meijas Agosto, Sandra Rodriguez Rivera, Luillo Ruiz, Gladys Rodriguez","Lorna Raver, Luis Guzman, Rachelle Lefevre, Ed Quinn, Stephen Moyer",,,"Multiple Formats, Import, Blu-ray",Mystery & Thrillers,,6.0,,AIS
B0006AZ5V8,Overcoming Procrastination,,,,"August 6, 2004",NR,,"Do you postpone projects or find excuses for not doing things?  You may be a procrastinator.  This video defines procrastination, outlines some of the reasons that people procrastinate, and suggests six strategies for overcoming procrastination.  ",,,,,,,,,1,"Educational Video Network, Inc."
B000063UUS,The Abyss (Special Edition) [VHS],,,,,,,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver (Ed Harris) soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it. Mary Elizabeth Mastrantonio and Michael Biehn co-star.",,,,,,,,7.5,,
B0009HLD28,Joe Somebody (Widescreen Edition),,"English, Spanish, French",,,PG,1 hour and 38 minutes,"Tim Allen pulls no punches in the laugh department in this ""warm, funny film"" (Boston Metro) that's the perfect summer comedy. When a mild-mannered push-over challenges the office bully to fight, he goes from Joe Nobody to Joe Somebody.","Tina Lifford, Robert Joy, Greg Germann, Patrick Warburton, James Belushi, Ken Marino, John Scott Shepherd, Kelly Lynch, Hayden Panettiere, Wolfgang Bodison, Tim Allen, Julie Bowen, Cristi Conaway, John Pasquin","Tim Allen, Julie Bowen, Kelly Lynch, Greg Germann, Hayden Panettiere",,,"Color, DVD, Subtitled, Widescreen",Comedy,,5.5,,20th Century Fox
B004BBL52G,Going The Distance,,English Dialogue Boost: Medium,2010,,R,1 h 42 min,,,,Nanette Burstein,"Jennifer Gibgot,Adam Shankman,Garrett Grant",,"Comedy,Romance,Charming,Cheerful",,6.3,,WARNER BROS.
6302632838,Rifleman Vol. 3 [VHS],,,,,NR,,3 episodes from the television series THE RIFLEMAN. two episodes aired in 1958 and the third in 1963,,,,,NTSC,western,,,,
B000GH3Q44,Concorde Affair,,,,"September 19, 2006",Unrated,,"During a supersonic test flight, the Concorde crashes near the island of Martinique. An air hostess is picked up as the only survivor by two fishermen. The girl disappears without a trace and the fishermen are killed in a mysterious accident.",,"Joseph Cotten, Mimsy Farmer, Van Johnson, James Franciscus",,,,,,,1,Telavista
B008QTUUZ2,Safe Zone:The making of Safe Zone,,,2011,,NR,1 h 24 min,,,,Chris Bruemmer,Chris Bruemmer,,"Comedy,Drama",,7.4,,Brimis Entertainment
6303076807,When It Was a Game [VHS],,,,"April 1, 1997",Unrated,,"This HBO documentary is based on a highly original idea: tell the story of baseball from the Great Depression era through the late 1950s using footage from home-movie cameras shot by fans and players. The result is a marvelous retelling of baseball in America as seen from the ground--the culture of stadiums, the ritual of afternoon games, the spiritually sustaining rivalries. Somewhat enthralled by the images at its disposal, the film has a way of almost stepping back from itself, waxing poetic at a sighting of the St. Louis Cardinals' ""Gashouse Gang,"" or a glimpse of Bogart and Bacall in the stands, or the legendary contests between the New York Yankees and Boston Red Sox. Among the truly unexpected sights is color footage of the 1938 World Series (Cubs versus Yanks), not only from inside the stadium walls but from the street as traffic cops, crowds, and vehicles amassed. There's also an interesting chapter on World War II's impact on the game, particularly with the odd marketing gimmicks that were intended to keep fans involved while many of the best players were fighting overseas. Of course, there are the heroes, too, often caught in relaxed, unselfconscious moments through the lens of a teammate or a true believer in the bleachers. A great experience all around. ",,When It Was a Game,,,,,,,,Hbo Home Video
B002R1W5VW,Matchstick Men,,English Dialogue Boost: Medium,2003,,PG-13,1 h 56 min,,,,Ridley Scott,"Jack Rapke,Ridley Scott,Steve Starkey,Sean Bailey,Ted Griffin",,"Comedy,Drama,Dark,Thrilling",,7.3,,WARNER BROS.
B0038N9WKU,It's Complicated,,English,,"August 28, 2011",R,,"It's delightful to see Meryl Streep come into her own as a romantic comedian in her later career years--after all the accolades, the Oscars, the serious-as-marble dramatic roles. Streep is in fact a true cutup, as she has demonstrated in films like ",,"Meryl Streep, Alec Baldwin, Steve Martin",,,"Dolby, AC-3, Dubbed, Multiple Formats, NTSC, Subtitled, Widescreen, Color","Comedy/Romantic Comedies, Comedy",,6.5,,Universal Pictures
B003K05DQS,Green Zone,,English,2010,,R,1 h 54 min,,,,Paul Greengrass,"Tim Bevan,Eric Fellner,Lloyd Levin,Paul Greengrass",,"Action,Suspense,Compelling,Intense",,6.8,,UNIVERSAL PAY TELEVISION
B00331RHN6,YOGA TO THE RESCUE COLLECTION,,English,,"August 5, 2012",NR,,"""Perfect for practicing with more safety and precision or anyone seeking relief from everyday pain"" - Fit Yoga Three complete Yoga to the Rescue programs!",,"Hin, Desiree Rumbaugh",,,"Multiple Formats, NTSC, Color, Box set, Widescreen",Exercise & Fitness,,,,ACORN MEDIA
B000AD23XO,"Conqueror (Import, All Regions)",,,,,,,,,,,,,,,,,
6305121273,Marilyn Monroe: Memories & Mysteries,,English,,"September 4, 1998",Unrated,,Marilyn Monroe Memories and Mysteries 4 in 1 DVD Hometown Girl,,"Monroe, Marilyn",,,"Black & White, Color, HiFi Sound, NTSC",Mystery & Thrillers,,,,Bci / Eclipse
B001CYBFKW,Mean Johnny Barrows[Slim Case],,,,,R,1 hour and 30 minutes,A G.I. finds himself working as a hitman after getting kicked out of the service.....,,Fred Williamson-Roddy McDowall-Stuart Whitman,,,,,,5.0,,Eastwest Entertainment
6302662257,Learn Country Line Dancin 3 VHS,,,,"December 14, 1992",NR,,,,Learn Country Line Dancin,,,,,,,1,Simitar Entertainmen
B000006BQF,Hollywood Classics The Immortal Battalion VHS,,,,"September 19, 1997",Unrated,,War Movie,,"Niven, Ustinov, Howard",,,,,,,1,Madacy Records
B001ENGTY8,Rise of the Middle Class History Film: Opportunities Unlimited DVD (1950s),,,,,,,,,,,,,Documentary,,,,"Quality Information Publishers, Inc."
B002ZG8PYK,LIGHTNING STRIKES TWICE,,English,,"December 2, 2009",NR,1 hour and 31 minutes,"Richard Trevelyan (Richard Todd) was convicted of murdering his wife, given an 11th-hour Death Row reprieve and freed under unusual circumstances after retrial. But his past does not matter to Shelley Carnes (Ruth Roman), an actress visiting the Texas ranchland that Richard calls home. She's fallen in love with him. But after she becomes the second Mrs. Trevelyan, Shelley is beset by doubts and fear. The director and screenwriter of Bette Davis's Beyond the Forest -- King Vidor (The Fountainhead) and Lenore Coffee (The End of the Affair) -- reteam in a richly atmospheric mix of mystery, romance and murder sparked by a luminous cast that also includes Mercedes McCambridge and Zachary Scott.",,"Richard Todd, Ruth Roman, Mercedes McCambridge, Zachary Scott",,,NTSC,"Mystery & Suspense/Film Noir, Mystery & Suspense",,6.5,,Warner
